order_id,Customer_ID,Product_id,total_quantity,Date_purchased,total_sales
TXN000127,CUST0067,PROD0020,2,2024-08-01,430.00
TXN000128,CUST0060,PROD0011,2,2024-12-09,567.14
TXN000129,CUST0209,PROD0019,2,2024-07-27,497.92
TXN000130,CUST0381,PROD0019,2,2024-09-27,497.92
TXN000131,CUST0151,PROD0021,1,2025-02-15,136.85
TXN000132,CUST0028,PROD0031,3,2025-02-03,635.49
TXN000133,CUST0054,PROD0014,3,2024-05-24,83.88
TXN000134,CUST0325,PROD0006,4,2025-03-29,868.16
TXN000135,CUST0162,PROD0044,3,2024-11-17,745.20
TXN000136,CUST0096,PROD0027,3,2025-01-27,539.25
TXN000137,CUST0086,PROD0013,4,2025-02-04,506.00
TXN000138,CUST0070,PROD0001,2,2024-10-27,458.98
TXN000139,CUST0357,PROD0012,1,2024-12-12,299.55
TXN000140,CUST0373,PROD0002,2,2024-05-02,50.42
TXN000141,CUST0477,PROD0049,3,2025-02-14,120.51
TXN000142,CUST0412,PROD0009,3,2025-01-22,623.19
TXN000143,CUST0293,PROD0006,3,2024-05-16,651.12
TXN000144,CUST0067,PROD0023,3,2024-10-10,726.96
TXN000145,CUST0335,PROD0024,2,2025-01-20,542.98
TXN000146,CUST0328,PROD0050,4,2024-09-29,826.72
TXN000147,CUST0002,PROD0007,2,2024-11-02,420.06
TXN000148,CUST0106,PROD0024,3,2024-06-08,814.47
TXN000149,CUST0320,PROD0039,1,2024-04-17,220.90
TXN000150,CUST0060,PROD0025,1,2025-01-03,83.72
TXN000151,CUST0500,PROD0042,4,2024-09-22,839.88
TXN000152,CUST0112,PROD0038,1,2024-06-16,243.25
TXN000153,CUST0188,PROD0016,3,2024-05-15,290.91
TXN000154,CUST0068,PROD0027,4,2025-02-26,719.00
TXN000155,CUST0219,PROD0034,4,2024-04-21,1068.24
TXN000156,CUST0352,PROD0036,4,2025-03-25,648.44
TXN000157,CUST0279,PROD0014,4,2024-04-24,111.84
TXN000158,CUST0411,PROD0017,2,2025-02-19,271.98
TXN000159,CUST0477,PROD0020,2,2025-01-29,430.00
TXN000160,CUST0313,PROD0021,3,2024-07-11,410.55
TXN000161,CUST0304,PROD0028,2,2024-09-08,209.52
TXN000162,CUST0182,PROD0005,3,2024-09-10,837.78
TXN000163,CUST0434,PROD0029,4,2025-03-13,103.32
TXN000164,CUST0338,PROD0048,3,2024-07-08,660.63
TXN000165,CUST0350,PROD0037,4,2024-09-13,291.08
TXN000166,CUST0114,PROD0041,4,2024-04-21,568.60
TXN000167,CUST0204,PROD0032,1,2025-02-11,218.16
TXN000168,CUST0311,PROD0008,1,2025-02-11,108.23
TXN000169,CUST0359,PROD0020,1,2024-10-21,215.00
TXN000170,CUST0448,PROD0041,3,2024-12-18,426.45
TXN000171,CUST0282,PROD0034,4,2025-01-06,1068.24
TXN000172,CUST0378,PROD0045,3,2025-03-02,133.59
TXN000173,CUST0500,PROD0009,2,2024-12-04,415.46
TXN000174,CUST0420,PROD0045,4,2024-10-28,178.12
TXN000175,CUST0127,PROD0028,1,2024-10-10,104.76
TXN000176,CUST0194,PROD0001,2,2024-12-10,458.98
TXN000177,CUST0253,PROD0050,2,2024-12-20,413.36
TXN000178,CUST0019,PROD0018,3,2024-05-19,238.62
TXN000179,CUST0283,PROD0022,1,2024-09-09,267.49
TXN000180,CUST0365,PROD0042,2,2024-09-16,419.94
TXN000181,CUST0492,PROD0021,1,2024-12-24,136.85
TXN000182,CUST0247,PROD0033,4,2025-03-14,947.20
TXN000183,CUST0072,PROD0006,4,2024-04-18,868.16
TXN000184,CUST0495,PROD0015,4,2024-04-14,157.52
TXN000185,CUST0288,PROD0037,2,2024-08-11,145.54
TXN000186,CUST0374,PROD0032,4,2024-04-26,872.64
TXN000187,CUST0013,PROD0012,4,2024-05-08,1198.20
TXN000188,CUST0343,PROD0018,3,2024-11-18,238.62
TXN000189,CUST0036,PROD0005,1,2024-08-29,279.26
TXN000190,CUST0441,PROD0002,2,2024-11-09,50.42
TXN000191,CUST0308,PROD0049,1,2025-03-08,40.17
TXN000192,CUST0085,PROD0023,3,2025-01-05,726.96
TXN000193,CUST0491,PROD0042,3,2025-02-08,629.91
TXN000194,CUST0207,PROD0015,4,2025-01-26,157.52
TXN000195,CUST0124,PROD0015,3,2024-04-20,118.14
TXN000196,CUST0003,PROD0007,3,2024-07-15,630.09
TXN000197,CUST0365,PROD0004,3,2024-09-04,568.38
TXN000198,CUST0216,PROD0022,1,2024-09-13,267.49
TXN000199,CUST0022,PROD0041,4,2024-12-05,568.60
TXN000200,CUST0161,PROD0041,3,2025-04-12,426.45
TXN000201,CUST0209,PROD0011,2,2024-08-02,567.14
TXN000202,CUST0065,PROD0048,3,2024-08-25,660.63
TXN000203,CUST0335,PROD0047,3,2024-07-30,68.22
TXN000204,CUST0402,PROD0030,3,2024-04-21,269.37
TXN000205,CUST0252,PROD0043,4,2024-10-29,591.60
TXN000206,CUST0306,PROD0026,3,2024-04-14,80.64
TXN000207,CUST0236,PROD0014,3,2024-05-09,83.88
TXN000208,CUST0146,PROD0002,4,2024-06-19,100.84
TXN000209,CUST0053,PROD0028,2,2024-06-01,209.52
TXN000210,CUST0256,PROD0013,2,2025-02-15,253.00
TXN000211,CUST0389,PROD0036,2,2025-04-04,324.22
TXN000212,CUST0288,PROD0013,3,2024-11-04,379.50
TXN000213,CUST0306,PROD0020,1,2024-05-24,215.00
TXN000214,CUST0410,PROD0009,2,2025-03-06,415.46
TXN000215,CUST0318,PROD0003,4,2024-07-11,326.64
TXN000216,CUST0209,PROD0042,3,2025-03-30,629.91
TXN000217,CUST0360,PROD0042,1,2025-04-08,209.97
TXN000218,CUST0386,PROD0033,1,2024-04-17,236.80
TXN000219,CUST0110,PROD0037,2,2024-12-09,145.54
TXN000220,CUST0014,PROD0021,4,2025-04-12,547.40
TXN000221,CUST0024,PROD0036,1,2024-11-06,162.11
TXN000222,CUST0034,PROD0017,4,2024-04-19,543.96
TXN000223,CUST0100,PROD0043,2,2025-01-09,295.80
TXN000224,CUST0394,PROD0022,2,2024-06-27,534.98
TXN000225,CUST0367,PROD0032,2,2024-10-11,436.32
TXN000226,CUST0234,PROD0035,1,2024-06-11,266.92
TXN000227,CUST0292,PROD0003,4,2024-05-16,326.64
TXN000228,CUST0454,PROD0032,4,2024-09-30,872.64
TXN000229,CUST0380,PROD0028,3,2025-02-17,314.28
TXN000230,CUST0085,PROD0043,4,2024-12-16,591.60
TXN000231,CUST0055,PROD0040,2,2024-05-17,227.20
TXN000232,CUST0484,PROD0035,2,2025-01-24,533.84
TXN000233,CUST0209,PROD0046,2,2024-08-21,365.48
TXN000234,CUST0028,PROD0012,2,2024-07-08,599.10
TXN000235,CUST0196,PROD0007,4,2024-10-28,840.12
TXN000236,CUST0492,PROD0035,2,2024-09-08,533.84
TXN000237,CUST0294,PROD0005,1,2024-08-03,279.26
TXN000238,CUST0033,PROD0031,4,2024-08-10,847.32
TXN000239,CUST0303,PROD0010,1,2024-04-23,167.32
TXN000240,CUST0109,PROD0038,1,2024-04-17,243.25
TXN000241,CUST0337,PROD0030,4,2024-12-30,359.16
TXN000242,CUST0133,PROD0036,2,2024-10-19,324.22
TXN000243,CUST0389,PROD0004,3,2024-12-18,568.38
TXN000244,CUST0283,PROD0029,3,2024-05-08,77.49
TXN000245,CUST0491,PROD0002,3,2024-11-28,75.63
TXN000246,CUST0061,PROD0021,2,2024-12-08,273.70
TXN000247,CUST0444,PROD0031,2,2025-04-06,423.66
TXN000248,CUST0100,PROD0026,4,2024-12-23,107.52
TXN000249,CUST0475,PROD0020,1,2024-11-20,215.00
TXN000250,CUST0325,PROD0002,2,2024-09-23,50.42
TXN000251,CUST0152,PROD0008,1,2024-10-27,108.23
TXN000252,CUST0173,PROD0018,1,2025-01-10,79.54
TXN000253,CUST0409,PROD0028,3,2025-03-03,314.28
TXN000254,CUST0075,PROD0031,4,2024-04-26,847.32
TXN000255,CUST0500,PROD0015,1,2024-08-19,39.38
TXN000256,CUST0288,PROD0013,3,2024-04-26,379.50
TXN000257,CUST0077,PROD0043,2,2025-01-27,295.80
TXN000258,CUST0112,PROD0001,3,2024-04-18,688.47
TXN000259,CUST0091,PROD0007,3,2024-05-21,630.09
TXN000260,CUST0323,PROD0035,3,2025-04-04,800.76
TXN000261,CUST0365,PROD0010,1,2024-08-10,167.32
TXN000262,CUST0463,PROD0029,4,2025-02-28,103.32
TXN000263,CUST0335,PROD0011,4,2024-11-16,1134.28
TXN000264,CUST0487,PROD0042,1,2024-10-16,209.97
TXN000265,CUST0162,PROD0036,3,2024-06-11,486.33
TXN000266,CUST0368,PROD0046,3,2024-08-04,548.22
TXN000267,CUST0249,PROD0031,1,2025-04-05,211.83
TXN000268,CUST0072,PROD0023,4,2024-09-30,969.28
TXN000269,CUST0018,PROD0048,3,2025-02-01,660.63
TXN000270,CUST0445,PROD0045,3,2025-04-01,133.59
TXN000271,CUST0369,PROD0001,4,2024-11-14,917.96
TXN000272,CUST0313,PROD0023,1,2024-12-02,242.32
TXN000273,CUST0218,PROD0027,4,2024-12-20,719.00
TXN000274,CUST0317,PROD0017,1,2024-09-30,135.99
TXN000275,CUST0244,PROD0042,4,2025-01-14,839.88
TXN000276,CUST0269,PROD0011,2,2024-08-21,567.14
TXN000277,CUST0110,PROD0023,1,2024-04-15,242.32
TXN000278,CUST0272,PROD0001,3,2025-02-24,688.47
TXN000279,CUST0154,PROD0044,4,2024-05-06,993.60
TXN000280,CUST0154,PROD0041,2,2024-09-04,284.30
TXN000281,CUST0264,PROD0012,2,2024-12-20,599.10
TXN000282,CUST0487,PROD0009,3,2024-08-28,623.19
TXN000283,CUST0229,PROD0014,1,2025-01-10,27.96
TXN000284,CUST0490,PROD0016,1,2024-08-05,96.97
TXN000285,CUST0431,PROD0017,2,2025-03-31,271.98
TXN000286,CUST0407,PROD0027,1,2025-02-11,179.75
TXN000287,CUST0183,PROD0013,2,2025-03-28,253.00
TXN000288,CUST0446,PROD0009,3,2024-09-03,623.19
TXN000289,CUST0286,PROD0032,3,2024-12-12,654.48
TXN000290,CUST0461,PROD0045,3,2024-04-30,133.59
TXN000291,CUST0394,PROD0010,3,2024-04-29,501.96
TXN000292,CUST0243,PROD0038,2,2024-11-22,486.50
TXN000293,CUST0450,PROD0020,4,2024-10-19,860.00
TXN000294,CUST0011,PROD0022,3,2024-07-13,802.47
TXN000295,CUST0078,PROD0014,4,2024-05-24,111.84
TXN000296,CUST0008,PROD0008,1,2025-01-21,108.23
TXN000297,CUST0423,PROD0013,3,2025-03-27,379.50
TXN000298,CUST0101,PROD0028,1,2025-04-08,104.76
TXN000299,CUST0104,PROD0045,2,2024-10-06,89.06
TXN000300,CUST0185,PROD0024,4,2025-03-30,1085.96
TXN000301,CUST0030,PROD0039,3,2024-09-13,662.70
TXN000302,CUST0322,PROD0030,4,2025-02-02,359.16
TXN000303,CUST0080,PROD0043,4,2024-08-11,591.60
TXN000304,CUST0282,PROD0045,3,2024-05-27,133.59
TXN000305,CUST0332,PROD0032,1,2024-10-18,218.16
TXN000306,CUST0369,PROD0012,3,2025-03-09,898.65
TXN000307,CUST0095,PROD0015,4,2025-01-24,157.52
TXN000308,CUST0160,PROD0034,1,2024-06-07,267.06
TXN000309,CUST0213,PROD0021,4,2025-01-11,547.40
TXN000310,CUST0339,PROD0026,2,2025-03-09,53.76
TXN000311,CUST0009,PROD0025,4,2024-06-03,334.88
TXN000312,CUST0425,PROD0024,2,2024-07-01,542.98
TXN000313,CUST0285,PROD0035,2,2024-05-29,533.84
TXN000314,CUST0367,PROD0001,4,2024-08-13,917.96
TXN000315,CUST0185,PROD0045,4,2024-06-02,178.12
TXN000316,CUST0181,PROD0050,4,2024-07-15,826.72
TXN000317,CUST0230,PROD0029,2,2024-12-02,51.66
TXN000318,CUST0282,PROD0003,2,2024-08-19,163.32
TXN000319,CUST0393,PROD0041,4,2025-03-05,568.60
TXN000320,CUST0075,PROD0034,4,2024-10-29,1068.24
TXN000321,CUST0265,PROD0021,4,2024-08-11,547.40
TXN000322,CUST0104,PROD0042,3,2024-08-19,629.91
TXN000323,CUST0413,PROD0023,2,2024-09-19,484.64
TXN000324,CUST0491,PROD0035,4,2024-05-16,1067.68
TXN000325,CUST0163,PROD0005,1,2024-10-10,279.26
TXN000326,CUST0330,PROD0023,4,2024-12-13,969.28
TXN000327,CUST0153,PROD0028,1,2024-05-03,104.76
TXN000328,CUST0355,PROD0010,3,2025-03-19,501.96
TXN000329,CUST0088,PROD0010,1,2025-02-14,167.32
TXN000330,CUST0235,PROD0024,2,2024-08-25,542.98
TXN000331,CUST0173,PROD0046,2,2024-12-29,365.48
TXN000332,CUST0002,PROD0027,2,2025-02-02,359.50
TXN000333,CUST0218,PROD0033,1,2024-05-13,236.80
TXN000334,CUST0203,PROD0035,1,2024-05-12,266.92
TXN000335,CUST0379,PROD0036,2,2024-09-15,324.22
TXN000336,CUST0396,PROD0036,4,2024-10-03,648.44
TXN000337,CUST0444,PROD0024,3,2024-11-29,814.47
TXN000338,CUST0039,PROD0026,2,2024-11-26,53.76
TXN000339,CUST0192,PROD0012,4,2024-10-20,1198.20
TXN000340,CUST0386,PROD0041,1,2025-02-12,142.15
TXN000341,CUST0396,PROD0005,3,2024-11-23,837.78
TXN000342,CUST0423,PROD0047,1,2024-12-23,22.74
TXN000343,CUST0329,PROD0044,3,2025-02-01,745.20
TXN000344,CUST0088,PROD0017,2,2024-05-29,271.98
TXN000345,CUST0098,PROD0035,4,2025-02-25,1067.68
TXN000346,CUST0167,PROD0027,3,2024-12-25,539.25
TXN000347,CUST0182,PROD0013,4,2025-01-21,506.00
TXN000348,CUST0285,PROD0050,3,2024-12-17,620.04
TXN000349,CUST0246,PROD0041,4,2024-05-06,568.60
TXN000350,CUST0483,PROD0032,1,2025-04-11,218.16
TXN000351,CUST0269,PROD0026,2,2024-06-21,53.76
TXN000352,CUST0449,PROD0036,4,2025-02-26,648.44
TXN000353,CUST0154,PROD0008,4,2024-06-02,432.92
TXN000354,CUST0116,PROD0022,4,2024-05-27,1069.96
TXN000355,CUST0245,PROD0046,1,2024-12-28,182.74
TXN000356,CUST0128,PROD0018,2,2024-08-05,159.08
TXN000357,CUST0200,PROD0024,1,2024-11-10,271.49
TXN000358,CUST0204,PROD0011,2,2024-05-01,567.14
TXN000359,CUST0101,PROD0039,2,2024-09-04,441.80
TXN000360,CUST0312,PROD0038,1,2024-12-01,243.25
TXN000361,CUST0442,PROD0045,4,2024-11-28,178.12
TXN000362,CUST0014,PROD0026,4,2024-10-18,107.52
TXN000363,CUST0325,PROD0013,2,2024-10-30,253.00
TXN000364,CUST0299,PROD0018,2,2024-05-18,159.08
TXN000365,CUST0027,PROD0031,2,2024-12-22,423.66
TXN000366,CUST0092,PROD0022,4,2024-06-13,1069.96
TXN000367,CUST0382,PROD0047,3,2024-05-17,68.22
TXN000368,CUST0415,PROD0028,1,2024-11-04,104.76
TXN000369,CUST0227,PROD0048,4,2024-12-01,880.84
TXN000370,CUST0001,PROD0045,1,2025-02-15,44.53
TXN000371,CUST0248,PROD0045,1,2024-04-25,44.53
TXN000372,CUST0228,PROD0043,2,2024-10-16,295.80
TXN000373,CUST0414,PROD0037,1,2024-10-08,72.77
TXN000374,CUST0410,PROD0040,1,2024-05-01,113.60
TXN000375,CUST0417,PROD0039,3,2025-03-29,662.70
TXN000376,CUST0392,PROD0012,2,2024-09-22,599.10
TXN000377,CUST0030,PROD0013,1,2024-08-20,126.50
TXN000378,CUST0266,PROD0018,3,2025-03-02,238.62
TXN000379,CUST0271,PROD0008,2,2024-11-18,216.46
TXN000380,CUST0059,PROD0001,4,2024-06-18,917.96
TXN000381,CUST0324,PROD0026,2,2024-04-20,53.76
TXN000382,CUST0477,PROD0009,2,2024-11-01,415.46
TXN000383,CUST0087,PROD0040,3,2024-08-10,340.80
TXN000384,CUST0024,PROD0020,1,2024-09-16,215.00
TXN000385,CUST0481,PROD0041,1,2024-06-02,142.15
TXN000386,CUST0279,PROD0019,4,2025-03-31,995.84
TXN000387,CUST0363,PROD0045,4,2024-10-18,178.12
TXN000388,CUST0073,PROD0002,2,2025-03-26,50.42
TXN000389,CUST0277,PROD0048,4,2025-02-08,880.84
TXN000390,CUST0336,PROD0018,4,2024-07-30,318.16
TXN000391,CUST0106,PROD0017,3,2025-03-19,407.97
TXN000392,CUST0248,PROD0046,3,2025-02-19,548.22
TXN000393,CUST0114,PROD0048,4,2024-10-05,880.84
TXN000394,CUST0196,PROD0033,1,2024-11-07,236.80
TXN000395,CUST0474,PROD0025,4,2025-03-24,334.88
TXN000396,CUST0172,PROD0036,2,2024-11-15,324.22
TXN000397,CUST0223,PROD0008,3,2024-07-09,324.69
TXN000398,CUST0053,PROD0006,2,2024-07-05,434.08
TXN000399,CUST0295,PROD0028,1,2025-01-05,104.76
TXN000400,CUST0160,PROD0044,1,2024-12-03,248.40
TXN000401,CUST0210,PROD0005,4,2024-05-01,1117.04
TXN000402,CUST0350,PROD0012,4,2025-02-25,1198.20
TXN000403,CUST0325,PROD0005,1,2025-01-01,279.26
TXN000404,CUST0291,PROD0009,3,2024-06-16,623.19
TXN000405,CUST0022,PROD0018,2,2025-03-25,159.08
TXN000406,CUST0468,PROD0019,2,2025-03-22,497.92
TXN000407,CUST0198,PROD0015,4,2025-04-01,157.52
TXN000408,CUST0149,PROD0043,4,2025-01-27,591.60
TXN000409,CUST0178,PROD0044,1,2025-01-29,248.40
TXN000410,CUST0311,PROD0039,2,2025-02-19,441.80
TXN000411,CUST0364,PROD0043,3,2024-08-02,443.70
TXN000412,CUST0393,PROD0039,1,2025-03-05,220.90
TXN000413,CUST0351,PROD0048,2,2024-04-24,440.42
TXN000414,CUST0232,PROD0050,3,2025-01-03,620.04
TXN000415,CUST0205,PROD0038,4,2024-10-29,973.00
TXN000416,CUST0478,PROD0026,1,2024-06-13,26.88
TXN000417,CUST0176,PROD0022,1,2025-04-04,267.49
TXN000418,CUST0265,PROD0039,2,2024-06-13,441.80
TXN000419,CUST0118,PROD0044,4,2025-01-12,993.60
TXN000420,CUST0239,PROD0030,3,2024-07-08,269.37
TXN000421,CUST0090,PROD0025,4,2024-10-24,334.88
TXN000422,CUST0273,PROD0044,3,2024-07-07,745.20
TXN000423,CUST0316,PROD0044,1,2024-10-22,248.40
TXN000424,CUST0215,PROD0006,1,2024-04-28,217.04
TXN000425,CUST0097,PROD0022,1,2025-01-17,267.49
TXN000426,CUST0272,PROD0048,4,2024-08-08,880.84
TXN000427,CUST0294,PROD0046,4,2024-07-11,730.96
TXN000428,CUST0314,PROD0034,1,2024-09-25,267.06
TXN000429,CUST0420,PROD0013,3,2024-07-11,379.50
TXN000430,CUST0360,PROD0034,1,2025-01-21,267.06
TXN000431,CUST0219,PROD0032,3,2024-08-26,654.48
TXN000432,CUST0254,PROD0049,1,2025-02-17,40.17
TXN000433,CUST0327,PROD0026,1,2024-10-15,26.88
TXN000434,CUST0333,PROD0004,4,2025-03-27,757.84
TXN000435,CUST0042,PROD0031,1,2024-08-25,211.83
TXN000436,CUST0256,PROD0014,2,2024-05-10,55.92
TXN000437,CUST0198,PROD0050,1,2024-12-05,206.68
TXN000438,CUST0053,PROD0041,4,2024-12-29,568.60
TXN000439,CUST0040,PROD0026,3,2025-02-28,80.64
TXN000440,CUST0076,PROD0025,2,2024-05-19,167.44
TXN000441,CUST0236,PROD0018,3,2024-10-28,238.62
TXN000442,CUST0080,PROD0029,3,2024-05-14,77.49
TXN000443,CUST0485,PROD0031,3,2025-03-14,635.49
TXN000444,CUST0264,PROD0009,2,2024-07-07,415.46
TXN000445,CUST0282,PROD0049,3,2024-07-03,120.51
TXN000446,CUST0339,PROD0050,3,2024-08-16,620.04
TXN000447,CUST0034,PROD0009,2,2024-07-13,415.46
TXN000448,CUST0245,PROD0049,4,2024-10-19,160.68
